split,segment_column,segment_value,threshold,row_count,positive_count,prevalence,pr_auc,roc_auc,precision,recall,f1,predicted_positive_rate,predicted_negative_rate,positive_prediction_count,negative_prediction_count,specificity,negative_predictive_value,true_positive_count,true_negative_count,false_positive_count,false_negative_count
test,vip_level,V5,0.9,23978,15902,0.6631912586537659,0.8397751609465112,0.7286499002153419,0.9474648747709224,0.09753490127028047,0.17686299104852043,0.06827091500542164,0.9317290849945784,1637,22341,0.9893511639425459,0.3576384226310371,1551,7990,86,14351
test,vip_level,V5,0.95,23978,15902,0.6631912586537659,0.8397751609465112,0.7286499002153419,0.9893617021276596,0.01754496289774871,0.034478497281265445,0.011760780715656017,0.988239219284344,282,23696,0.99962852897474,0.34069041188386223,279,8073,3,15623
test,vip_level,V6,0.05,2504,1617,0.6457667731629393,0.8325163271829434,0.7448564749257292,0.6457667731629393,1.0,0.7847609803445765,1.0,0.0,2504,0,0.0,0.0,1617,0,887,0
test,vip_level,V6,0.1,2504,1617,0.6457667731629393,0.8325163271829434,0.7448564749257292,0.6457667731629393,1.0,0.7847609803445765,1.0,0.0,2504,0,0.0,0.0,1617,0,887,0
test,vip_level,V6,0.15,2504,1617,0.6457667731629393,0.8325163271829434,0.7448564749257292,0.6460247702756692,1.0,0.7849514563106796,0.9996006389776357,0.0003993610223642641,2503,1,0.0011273957158962795,1.0,1617,1,886,0
test,vip_level,V6,0.2,2504,1617,0.6457667731629393,0.8325163271829434,0.7448564749257292,0.6472244569589702,0.9950525664811379,0.7843041676821838,0.9928115015974441,0.007188498402555865,2486,18,0.011273957158962795,0.5555555555555556,1609,10,877,8
test,vip_level,V6,0.25,2504,1617,0.6457667731629393,0.8325163271829434,0.7448564749257292,0.6586077532305127,0.9771181199752629,0.7868525896414342,0.9580670926517572,0.04193290734824284,2399,105,0.07666290868094701,0.6476190476190476,1580,68,819,37
test,vip_level,V6,0.3,2504,1617,0.6457667731629393,0.8325163271829434,0.7448564749257292,0.6814946619217082,0.9474335188620903,0.7927554980595084,0.8977635782747604,0.10223642172523961,2248,256,0.1927846674182638,0.66796875,1532,171,716,85
test,vip_level,V6,0.35,2504,1617,0.6457667731629393,0.8325163271829434,0.7448564749257292,0.7010947168015231,0.9109461966604824,0.792361484669177,0.8390575079872205,0.16094249201277955,2101,403,0.2919954904171364,0.6426799007444168,1473,259,628,144
test,vip_level,V6,0.4,2504,1617,0.6457667731629393,0.8325163271829434,0.7448564749257292,0.7238729508196722,0.8738404452690167,0.791818436536845,0.7795527156549521,0.2204472843450479,1952,552,0.3923337091319053,0.6304347826086957,1413,348,539,204
test,vip_level,V6,0.45,2504,1617,0.6457667731629393,0.8325163271829434,0.7448564749257292,0.7438692098092643,0.8441558441558441,0.790845886442642,0.7328274760383386,0.26717252396166136,1835,669,0.4701240135287486,0.6233183856502242,1365,417,470,252
test,vip_level,V6,0.5,2504,1617,0.6457667731629393,0.8325163271829434,0.7448564749257292,0.7620446533490012,0.8021026592455164,0.7815607110575474,0.6797124600638977,0.32028753993610226,1702,802,0.5434047350620068,0.600997506234414,1297,482,405,320
test,vip_level,V6,0.55,2504,1617,0.6457667731629393,0.8325163271829434,0.7448564749257292,0.7761755485893417,0.7656153370439085,0.7708592777085927,0.6369808306709265,0.3630191693290735,1595,909,0.5975197294250282,0.583058305830583,1238,530,357,379
test,vip_level,V6,0.6,2504,1617,0.6457667731629393,0.8325163271829434,0.7448564749257292,0.7913279132791328,0.7223252937538652,0.7552537989007436,0.5894568690095847,0.4105431309904153,1476,1028,0.6527621195039459,0.5632295719844358,1168,579,308,449
